customer_id,rfm_recency_all_time,rfm_frequency_all_time,rfm_monetary_all_time,tenure_all_time,rfm_recency_30d,rfm_frequency_30d,rfm_monetary_30d,tenure_30d,rfm_recency_60d,rfm_frequency_60d,rfm_monetary_60d,tenure_60d,rfm_recency_90d,rfm_frequency_90d,rfm_monetary_90d,tenure_90d,slope_amount,slope_days_since_previous_transaction,slope_days_until_next_transaction,slope_customer_transaction_order,slope_days_since_first_transaction,min_amount,mean_amount,mode_amount,max_amount,q1_amount,q5_amount,q10_amount,q20_amount,q30_amount,q40_amount,q50_amount,q60_amount,q70_amount,q80_amount,q90_amount,q95_amount,q99_amount,min_days_since_previous_transaction,mean_days_since_previous_transaction,mode_days_since_previous_transaction,max_days_since_previous_transaction,q1_days_since_previous_transaction,q5_days_since_previous_transaction,q10_days_since_previous_transaction,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q40_days_since_previous_transaction,q50_days_since_previous_transaction,q60_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_since_previous_transaction,q90_days_since_previous_transaction,q95_days_since_previous_transaction,q99_days_since_previous_transaction,min_days_until_next_transaction,mean_days_until_next_transaction,mode_days_until_next_transaction,max_days_until_next_transaction,q1_days_until_next_transaction,q5_days_until_next_transaction,q10_days_until_next_transaction,q20_days_until_next_transaction,q30_days_until_next_transaction,q40_days_until_next_transaction,q50_days_until_next_transaction,q60_days_until_next_transaction,q70_days_until_next_transaction,q80_days_until_next_transaction,q90_days_until_next_transaction,q95_days_until_next_transaction,q99_days_until_next_transaction,min_customer_transaction_order,mean_customer_transaction_order,mode_customer_transaction_order,max_customer_transaction_order,q1_customer_transaction_order,q5_customer_transaction_order,q10_customer_transaction_order,q20_customer_transaction_order,q30_customer_transaction_order,q40_customer_transaction_order,q50_customer_transaction_order,q60_customer_transaction_order,q70_customer_transaction_order,q80_customer_transaction_order,q90_customer_transaction_order,q95_customer_transaction_order,q99_customer_transaction_order,min_days_since_first_transaction,mean_days_since_first_transaction,mode_days_since_first_transaction,max_days_since_first_transaction,q1_days_since_first_transaction,q5_days_since_first_transaction,q10_days_since_first_transaction,q20_days_since_first_transaction,q30_days_since_first_transaction,q40_days_since_first_transaction,q50_days_since_first_transaction,q60_days_since_first_transaction,q70_days_since_first_transaction,q80_days_since_first_transaction,q90_days_since_first_transaction,q95_days_since_first_transaction,q99_days_since_first_transaction,E,T,period_total_amount,period_transaction_count,period_tenure_days,is_churn_30_days
C00723,1.0,10.0,1316.02,94.0,40.0,6.0,836.9399999999999,55.0,60.0,5.0,724.99,35.0,94.0,2.0,96.77000000000001,1.0,13.989999999999997,,23.999999999999996,0.9999999999999998,0.9999999999999998,41.39,48.385000000000005,41.39,55.38,41.5299,42.0895,42.789,44.188,45.587,46.986000000000004,48.385000000000005,49.784,51.183,52.582,53.981,54.6805,55.240100000000005,,,,,,,,,,,,,,,,,,1.0,13.0,1.0,25.0,1.24,2.2,3.4000000000000004,5.800000000000001,8.2,10.600000000000001,13.0,15.399999999999999,17.799999999999997,20.200000000000003,22.6,23.799999999999997,24.759999999999998,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,1,123,1316.02,10,94,0
C00724,16.0,32.0,3328.82,261.0,39.0,28.0,3010.12,238.0,73.0,19.0,1575.12,204.0,101.0,16.0,1412.9,176.0,1.4747058823529424,-0.4892857142857147,-0.3970588235294117,1.0,10.575000000000001,22.45,88.30625,22.45,176.42,24.3535,31.9675,38.935,47.6,68.11,79.14,81.935,86.49,99.66,128.71,147.405,167.615,174.659,0.0,11.733333333333333,3.0,33.0,0.14,0.7000000000000001,1.8000000000000003,3.0,6.2,7.6000000000000005,8.0,10.600000000000001,13.799999999999999,21.6,25.2,28.099999999999994,32.019999999999996,0.0,11.75,3.0,33.0,0.15,0.75,2.0,3.0,6.5,8.0,8.5,12.0,13.5,21.0,25.0,27.75,31.949999999999996,0.0,7.5,0.0,15.0,0.15,0.75,1.5,3.0,4.5,6.0,7.5,9.0,10.5,12.0,13.5,14.25,14.85,0.0,96.5625,57.0,176.0,4.95,24.75,45.0,57.0,66.5,84.0,87.5,96.0,123.5,156.0,165.5,169.25,174.65,0,314,3328.82,32,261,0
C00725,323.0,2.0,29.200000000000003,2.0,323.0,2.0,29.200000000000003,2.0,323.0,2.0,29.200000000000003,2.0,323.0,2.0,29.200000000000003,2.0,-6.760000000000005,,,0.9999999999999998,1.9999999999999996,11.22,14.600000000000001,11.22,17.98,11.287600000000001,11.558,11.896,12.572000000000001,13.248000000000001,13.924000000000001,14.600000000000001,15.276,15.952,16.628,17.304000000000002,17.642,17.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,1,30,29.200000000000003,2,2,1
C00726,165.0,10.0,516.1800000000001,119.0,165.0,10.0,516.1800000000001,119.0,165.0,10.0,516.1800000000001,119.0,165.0,10.0,516.1800000000001,119.0,-0.7555151515151509,1.483333333333334,1.4833333333333336,1.0,13.769696969696968,12.26,51.61800000000001,12.26,90.82,13.148299999999999,16.7015,21.143,26.073999999999998,30.658,36.232,48.785,64.25,74.465,79.518,83.593,87.20649999999999,90.09729999999999,2.0,13.222222222222221,5.0,54.0,2.0,2.0,2.0,3.8000000000000003,5.0,5.0,5.0,9.799999999999999,13.999999999999998,17.200000000000003,26.000000000000007,39.999999999999986,51.199999999999996,2.0,13.222222222222221,5.0,54.0,2.0,2.0,2.0,3.8000000000000003,5.0,5.0,5.0,9.799999999999999,13.999999999999998,17.200000000000003,26.000000000000007,39.999999999999986,51.199999999999996,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,50.6,0.0,119.0,0.44999999999999996,2.25,4.5,20.200000000000003,25.4,27.2,36.0,46.0,65.19999999999999,104.0,109.1,114.04999999999998,118.01,1,146,516.1800000000001,10,119,1
C00727,189.0,13.0,728.97,56.0,189.0,13.0,728.97,56.0,189.0,13.0,728.97,56.0,189.0,13.0,728.97,56.0,4.394395604395605,-0.11188811188811228,-0.11188811188811167,1.0,3.7857142857142865,16.0,56.074615384615385,16.0,125.23,16.3384,17.692,19.892,24.848000000000003,29.845999999999997,42.54200000000001,46.02,67.14799999999998,74.30399999999999,83.91000000000001,90.886,104.98599999999995,121.18119999999998,0.0,4.666666666666667,1.0,11.0,0.0,0.0,0.10000000000000009,1.0,1.0,2.6000000000000014,5.5,6.6,7.0,7.800000000000001,8.9,9.899999999999999,10.780000000000001,0.0,4.666666666666667,1.0,11.0,0.0,0.0,0.10000000000000009,1.0,1.0,2.6000000000000014,5.5,6.6,7.0,7.800000000000001,8.9,9.899999999999999,10.780000000000001,0.0,6.0,0.0,12.0,0.12,0.6000000000000001,1.2000000000000002,2.4000000000000004,3.5999999999999996,4.800000000000001,6.0,7.199999999999999,8.399999999999999,9.600000000000001,10.8,11.399999999999999,11.879999999999999,0.0,29.23076923076923,23.0,56.0,1.08,5.4,10.600000000000001,19.400000000000002,23.0,28.600000000000005,31.0,31.999999999999996,36.4,37.6,46.80000000000001,51.79999999999999,55.16,1,61,728.97,13,56,1
C00728,3.0,23.0,720.19,151.0,38.0,16.0,459.01,116.0,67.0,13.0,369.85,87.0,115.0,10.0,300.73,39.0,0.05121212121212137,0.4666666666666667,1.6848484848484846,1.0,4.442424242424242,2.29,30.073,2.29,49.8,3.1296999999999997,6.488499999999999,10.687,23.548000000000002,26.572,29.212,32.065,34.202,37.541,41.836,43.05,46.42499999999999,49.125,0.0,4.333333333333333,6.0,8.0,0.08,0.4,0.8,1.6,2.8,4.2,5.0,5.8,6.0,6.4,7.2,7.6,7.92,0.0,6.8,6.0,29.0,0.09,0.45,0.9,1.8,3.3999999999999995,4.6,5.5,6.0,6.3,7.2,10.099999999999993,19.549999999999976,27.110000000000003,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,16.7,15.0,39.0,0.09,0.45,0.9,2.6,8.599999999999998,13.4,15.0,17.799999999999997,23.799999999999997,29.0,33.599999999999994,36.3,38.46,0,194,720.19,23,151,0
C00729,304.0,6.0,717.02,27.0,304.0,6.0,717.02,27.0,304.0,6.0,717.02,27.0,304.0,6.0,717.02,27.0,3.593714285714277,0.7999999999999999,0.7999999999999995,0.9999999999999998,6.257142857142856,71.07,119.50333333333333,71.07,198.37,71.1665,71.5525,72.035,73.0,89.35,105.7,114.005,122.31,134.44,146.57,172.47,185.42000000000002,195.78,1.0,5.4,1.0,15.0,1.04,1.2,1.4,1.8,2.2,2.6,3.0,4.199999999999999,5.3999999999999995,7.800000000000002,11.4,13.2,14.64,1.0,5.4,1.0,15.0,1.04,1.2,1.4,1.8,2.2,2.6,3.0,4.199999999999999,5.3999999999999995,7.800000000000002,11.4,13.2,14.64,0.0,2.5,0.0,5.0,0.05,0.25,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,4.75,4.95,0.0,12.166666666666666,0.0,27.0,0.05,0.25,0.5,1.0,2.0,3.0,10.5,18.0,21.0,24.0,25.5,26.25,26.85,1,43,717.02,6,27,1
C00730,24.0,1.0,235.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,235.9,1,0,0
C00731,75.0,16.0,588.01,164.0,75.0,16.0,588.01,164.0,75.0,16.0,588.01,164.0,102.0,14.0,557.29,137.0,3.1830989010989015,0.26923076923076933,0.42857142857142855,1.0000000000000002,10.989010989010989,4.37,39.80642857142857,4.37,102.03,5.0954,7.997,10.171999999999999,14.764000000000001,26.381,32.134,36.975,40.072,48.905,56.09,72.561,84.47999999999999,98.51999999999998,0.0,10.538461538461538,2.0,23.0,0.24,1.2000000000000002,2.0,3.6000000000000014,6.6,9.400000000000002,10.0,11.399999999999999,14.199999999999996,16.6,19.400000000000002,21.199999999999996,22.639999999999997,0.0,11.071428571428571,2.0,23.0,0.26,1.3,2.0,4.4,6.9,10.0,10.5,12.6,16.1,17.4,19.400000000000002,21.049999999999997,22.61,0.0,6.5,0.0,13.0,0.13,0.65,1.3,2.6,3.9,5.2,6.5,7.8,9.1,10.4,11.700000000000001,12.35,12.87,0.0,65.0,30.0,137.0,1.3,6.5,14.8,27.2,29.8,34.6,59.5,74.8,95.0,112.0,128.9,133.1,136.22,1,218,588.01,16,164,1
C00732,7.0,20.0,1671.6,86.0,31.0,11.0,977.65,62.0,61.0,5.0,362.39,32.0,93.0,1.0,116.77,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134,1671.6,20,86,0
C00733,13.0,5.0,273.68,31.0,44.0,1.0,23.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,273.68,5,31,0
C00734,13.0,3.0,170.98,48.0,48.0,2.0,106.27000000000001,13.0,61.0,1.0,69.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101,170.98,3,48,0
C00735,27.0,11.0,290.76,98.0,43.0,9.0,281.44,82.0,67.0,6.0,205.09999999999997,58.0,93.0,4.0,141.95999999999998,32.0,-0.4519999999999927,-2.000000000000004,-1.6000000000000016,1.0,9.8,7.49,35.49,7.49,66.96,7.6619,8.3495,9.209,10.928,12.647,21.434000000000008,33.754999999999995,46.07599999999999,55.556999999999995,59.358000000000004,63.159,65.05949999999999,66.5799,2.0,10.666666666666666,2.0,17.0,2.22,3.1,4.2,6.4,8.6,10.8,13.0,13.8,14.6,15.4,16.2,16.6,16.92,2.0,10.0,2.0,17.0,2.18,2.9000000000000004,3.8000000000000003,5.6000000000000005,7.3999999999999995,9.0,10.5,12.0,13.399999999999999,14.600000000000001,15.8,16.4,16.88,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,17.0,0.0,32.0,0.51,2.5500000000000003,5.1000000000000005,10.200000000000001,15.299999999999999,17.4,18.0,18.6,20.299999999999997,24.200000000000003,28.1,30.049999999999997,31.609999999999996,1,114,290.76,11,98,1
C00736,207.0,8.0,642.91,63.0,207.0,8.0,642.91,63.0,207.0,8.0,642.91,63.0,207.0,8.0,642.91,63.0,5.662023809523807,0.42857142857142894,0.42857142857142894,0.9999999999999999,10.428571428571427,10.88,80.36375000000001,10.88,175.21,11.7193,15.076500000000001,19.273000000000003,35.830000000000005,56.349000000000004,63.90200000000001,67.595,78.052,109.27899999999997,123.346,143.388,159.29899999999998,172.02779999999998,2.0,9.0,3.0,18.0,2.06,2.3,2.6,3.0,3.0,4.200000000000001,6.0,11.399999999999997,15.2,15.8,16.8,17.4,17.88,2.0,9.0,3.0,18.0,2.06,2.3,2.6,3.0,3.0,4.200000000000001,6.0,11.399999999999997,15.2,15.8,16.8,17.4,17.88,0.0,3.5,0.0,7.0,0.07,0.35000000000000003,0.7000000000000001,1.4000000000000001,2.1,2.8000000000000003,3.5,4.2,4.8999999999999995,5.6000000000000005,6.3,6.6499999999999995,6.93,0.0,30.0,0.0,63.0,0.21000000000000002,1.05,2.1,3.8000000000000003,6.500000000000002,17.000000000000004,29.0,41.2,52.39999999999999,55.800000000000004,58.8,60.9,62.58,1,81,642.91,8,63,1
C00737,87.0,2.0,123.51,45.0,87.0,2.0,123.51,45.0,87.0,2.0,123.51,45.0,132.0,1.0,39.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67,123.51,2,45,1
C00738,85.0,4.0,101.98,90.0,85.0,4.0,101.98,90.0,85.0,4.0,101.98,90.0,114.0,3.0,94.89999999999999,61.0,-29.624999999999996,-18.999999999999975,-5.499999999999994,1.0000000000000002,30.500000000000007,6.8,31.63333333333333,6.8,66.05,7.1049999999999995,8.325,9.85,12.9,15.95,19.0,22.05,30.849999999999998,39.64999999999999,48.45,57.25,61.64999999999999,65.17,21.0,30.5,21.0,40.0,21.19,21.95,22.9,24.8,26.7,28.6,30.5,32.4,34.3,36.2,38.1,39.05,39.81,21.0,30.0,21.0,40.0,21.16,21.8,22.6,24.2,25.8,27.4,29.0,31.2,33.4,35.6,37.8,38.9,39.78,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,33.666666666666664,0.0,61.0,0.8,4.0,8.0,16.0,24.0,32.0,40.0,44.2,48.4,52.6,56.8,58.9,60.58,1,136,101.98,4,90,1
C00739,309.0,1.0,6.45,0.0,309.0,1.0,6.45,0.0,309.0,1.0,6.45,0.0,309.0,1.0,6.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82,6.45,1,0,1
C00740,195.0,12.0,589.82,75.0,195.0,12.0,589.82,75.0,195.0,12.0,589.82,75.0,195.0,12.0,589.82,75.0,-1.3492307692307683,-0.6727272727272725,-0.6727272727272723,0.9999999999999999,6.65034965034965,20.48,49.15166666666667,20.48,116.08,20.6428,21.294,21.999000000000002,22.696,25.034,30.196000000000005,35.68,36.832,54.35199999999998,81.14400000000002,100.001,108.094,114.48280000000001,1.0,6.818181818181818,2.0,19.0,1.1,1.5,2.0,2.0,3.0,5.0,6.0,6.0,7.0,10.0,14.0,16.5,18.5,1.0,6.818181818181818,2.0,19.0,1.1,1.5,2.0,2.0,3.0,5.0,6.0,6.0,7.0,10.0,14.0,16.5,18.5,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,43.666666666666664,0.0,75.0,1.1,5.5,11.400000000000002,25.0,31.099999999999998,36.8,47.5,57.6,60.099999999999994,65.80000000000001,68.8,71.69999999999999,74.34,1,87,589.82,12,75,1
C00741,18.0,10.0,282.74,46.0,31.0,8.0,196.15,33.0,63.0,3.0,77.06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,282.74,10,46,0
C00742,0.0,7.0,56.06,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,56.06,7,28,0
C00743,106.0,9.0,712.25,146.0,106.0,9.0,712.25,146.0,106.0,9.0,712.25,146.0,106.0,9.0,712.25,146.0,-0.30166666666664904,-1.38095238095238,-1.3809523809523814,0.9999999999999998,18.683333333333334,15.45,79.13888888888889,15.45,298.64,15.83,17.349999999999998,19.25,31.696,41.592,47.21,56.29,65.562,74.972,83.736,131.56000000000003,215.0999999999999,281.93199999999996,1.0,18.25,23.0,30.0,1.56,3.8000000000000003,6.6000000000000005,11.0,14.700000000000001,19.6,22.0,23.0,23.0,24.200000000000003,26.5,28.249999999999996,29.65,1.0,18.25,23.0,30.0,1.56,3.8000000000000003,6.6000000000000005,11.0,14.700000000000001,19.6,22.0,23.0,23.0,24.200000000000003,26.5,28.249999999999996,29.65,0.0,4.0,0.0,8.0,0.08,0.4,0.8,1.6,2.4,3.2,4.0,4.8,5.6,6.4,7.2,7.6,7.92,0.0,79.44444444444444,0.0,146.0,1.68,8.4,16.8,34.800000000000004,54.0,71.8,83.0,90.2,105.8,127.00000000000001,145.2,145.6,145.92,1,170,712.25,9,146,1
C00744,25.0,5.0,279.24,21.0,40.0,3.0,182.81,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,279.24,5,21,1
C00745,172.0,4.0,175.67,29.0,172.0,4.0,175.67,29.0,172.0,4.0,175.67,29.0,172.0,4.0,175.67,29.0,0.38899999999999857,0.9999999999999993,1.0000000000000009,1.0,10.6,5.92,43.9175,5.92,80.25,6.7326999999999995,9.9835,14.047,22.174,30.300999999999995,37.706,44.75,51.794,58.86599999999999,65.99400000000001,73.122,76.68599999999999,79.5372,4.0,9.666666666666666,4.0,19.0,4.04,4.2,4.4,4.8,5.2,5.6,6.0,8.6,11.2,13.8,16.4,17.7,18.74,4.0,9.666666666666666,4.0,19.0,4.04,4.2,4.4,4.8,5.2,5.6,6.0,8.6,11.2,13.8,16.4,17.7,18.74,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,14.0,0.0,29.0,0.12,0.6000000000000001,1.2000000000000002,2.4000000000000004,3.5999999999999996,7.800000000000003,13.5,19.199999999999996,23.599999999999998,25.400000000000002,27.200000000000003,28.099999999999998,28.82,1,33,175.67,4,29,1
C00746,13.0,11.0,873.46,94.0,32.0,9.0,669.25,75.0,69.0,4.0,248.26,38.0,94.0,2.0,121.54,13.0,-2.6400000000000143,,-3.0000000000000013,0.9999999999999998,12.999999999999998,59.45,60.77,59.45,62.09,59.476400000000005,59.582,59.714000000000006,59.978,60.242000000000004,60.506,60.77,61.034000000000006,61.298,61.562000000000005,61.826,61.958000000000006,62.0636,,,,,,,,,,,,,,,,,,10.0,11.5,10.0,13.0,10.03,10.15,10.3,10.6,10.9,11.2,11.5,11.8,12.1,12.4,12.7,12.85,12.97,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,6.5,0.0,13.0,0.13,0.65,1.3,2.6,3.9,5.2,6.5,7.8,9.1,10.4,11.7,12.35,12.87,0,154,873.46,11,94,0
C00747,150.0,14.0,513.93,65.0,150.0,14.0,513.93,65.0,150.0,14.0,513.93,65.0,150.0,14.0,513.93,65.0,0.5457802197802204,-0.5824175824175821,-0.582417582417582,1.0000000000000002,4.872527472527474,3.91,36.70928571428571,3.91,87.36,4.714700000000001,7.9335,10.724,14.352,27.923,30.756,37.625,43.646,47.471000000000004,50.284,55.832,67.54149999999998,83.39629999999997,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,1.1999999999999993,2.8000000000000007,3.0,3.3999999999999986,5.799999999999997,7.600000000000001,8.8,15.399999999999977,23.079999999999984,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,1.1999999999999993,2.8000000000000007,3.0,3.3999999999999986,5.799999999999997,7.600000000000001,8.8,15.399999999999977,23.079999999999984,0.0,6.5,0.0,13.0,0.13,0.65,1.3,2.6,3.9,5.2,6.5,7.8,9.1,10.4,11.700000000000001,12.35,12.87,0.0,40.07142857142857,47.0,65.0,0.26,1.3,3.5,22.0,40.1,44.6,47.0,47.0,50.699999999999996,57.0,62.60000000000001,65.0,65.0,1,89,513.93,14,65,1
C00748,6.0,3.0,103.22999999999999,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,103.22999999999999,3,19,1
C00749,74.0,14.0,255.31,136.0,74.0,14.0,255.31,136.0,74.0,14.0,255.31,136.0,93.0,10.0,186.66,117.0,0.41236363636363726,1.5666666666666664,1.3575757575757574,1.0,12.333333333333332,4.2,18.666000000000004,4.2,41.71,4.5501000000000005,5.9505,7.701,8.482,8.895,11.202,15.43,21.705999999999996,27.322,28.362000000000002,30.315999999999995,36.01299999999999,40.570600000000006,2.0,13.0,7.0,29.0,2.4,4.0,6.0,7.0,7.4,8.4,10.0,10.8,16.999999999999996,21.4,23.400000000000002,26.199999999999996,28.439999999999998,2.0,13.4,7.0,29.0,2.45,4.25,6.5,7.0,7.699999999999999,9.2,10.5,13.399999999999997,18.2,21.2,22.699999999999996,25.849999999999994,28.37,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,49.1,0.0,117.0,0.18,0.9,1.8,19.6,28.9,35.8,42.5,54.39999999999999,70.0,79.2,90.89999999999999,103.94999999999997,114.39,1,169,255.31,14,136,1
C00750,23.0,12.0,1177.71,72.0,31.0,9.0,892.0699999999999,64.0,68.0,5.0,422.82,27.0,95.0,1.0,36.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,1177.71,12,72,0
C00751,95.0,12.0,903.49,133.0,95.0,12.0,903.49,133.0,95.0,12.0,903.49,133.0,95.0,12.0,903.49,133.0,-6.512342657342653,0.7545454545454542,0.7545454545454546,0.9999999999999999,13.38111888111888,11.59,75.29083333333334,11.59,197.07,13.0101,18.6905,25.777,37.522000000000006,39.742,44.178000000000004,51.765,70.848,90.35399999999998,102.07600000000001,163.085,181.9945,194.0549,0.0,12.090909090909092,0.0,46.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,20.0,20.0,30.0,38.0,44.400000000000006,0.0,12.090909090909092,0.0,46.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,20.0,20.0,30.0,38.0,44.400000000000006,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,59.583333333333336,0.0,133.0,0.0,0.0,0.5000000000000004,11.000000000000005,35.3,38.400000000000006,52.0,62.0,75.99999999999999,118.80000000000004,129.8,131.35,132.67000000000002,1,185,903.49,12,133,1
C00752,72.0,28.0,2141.14,73.0,72.0,28.0,2141.14,73.0,72.0,28.0,2141.14,73.0,91.0,21.0,1698.8700000000001,54.0,1.7040000000000002,0.018045112781954902,0.0324675324675325,1.0,2.901298701298701,5.58,80.89857142857143,5.58,241.52,7.054,12.95,13.27,24.01,38.79,43.19,66.38,76.61,119.79,139.37,155.53,163.38,225.89200000000005,0.0,2.7,0.0,13.0,0.0,0.0,0.0,0.0,0.7000000000000002,1.6000000000000005,2.0,2.0,3.0,4.0,6.300000000000004,9.200000000000003,12.239999999999995,0.0,2.761904761904762,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,9.0,12.200000000000003,0.0,10.0,0.0,20.0,0.2,1.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,19.0,19.8,0.0,26.428571428571427,0.0,54.0,0.0,0.0,0.0,3.0,18.0,29.0,31.0,32.0,36.0,43.0,51.0,52.0,53.6,1,82,2141.14,28,73,1
C00753,154.0,4.0,203.18,25.0,154.0,4.0,203.18,25.0,154.0,4.0,203.18,25.0,154.0,4.0,203.18,25.0,-14.413999999999998,2.4999999999999987,2.5000000000000018,1.0,7.899999999999999,11.46,50.795,11.46,93.46,12.491100000000001,16.6155,21.771,32.082,42.392999999999994,47.15,49.129999999999995,51.11,56.53299999999999,68.84200000000001,81.15100000000001,87.30549999999998,92.22909999999999,4.0,8.333333333333334,4.0,13.0,4.08,4.4,4.8,5.6,6.4,7.2,8.0,9.0,10.0,11.0,12.0,12.5,12.9,4.0,8.333333333333334,4.0,13.0,4.08,4.4,4.8,5.6,6.4,7.2,8.0,9.0,10.0,11.0,12.0,12.5,12.9,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,11.25,0.0,25.0,0.24,1.2000000000000002,2.4000000000000004,4.800000000000001,7.199999999999999,8.8,10.0,11.2,13.299999999999995,17.200000000000003,21.1,23.049999999999997,24.609999999999996,1,30,203.18,4,25,1
C00754,1.0,30.0,1045.08,90.0,32.0,23.0,825.61,59.0,65.0,11.0,364.02,26.0,91.0,1.0,29.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,1045.08,30,90,0
