customer_id,signup_date,true_lifetime_days,termination_date,rfm_recency_all_time,rfm_frequency_all_time,rfm_monetary_all_time,tenure_all_time,rfm_recency_30d,rfm_frequency_30d,rfm_monetary_30d,tenure_30d,rfm_recency_60d,rfm_frequency_60d,rfm_monetary_60d,tenure_60d,rfm_recency_90d,rfm_frequency_90d,rfm_monetary_90d,tenure_90d,slope_amount,slope_days_since_previous_transaction,slope_days_until_next_transaction,slope_customer_transaction_order,slope_days_since_first_transaction,min_amount,mean_amount,mode_amount,max_amount,q1_amount,q5_amount,q10_amount,q20_amount,q30_amount,q40_amount,q50_amount,q60_amount,q70_amount,q80_amount,q90_amount,q95_amount,q99_amount,min_days_since_previous_transaction,mean_days_since_previous_transaction,mode_days_since_previous_transaction,max_days_since_previous_transaction,q1_days_since_previous_transaction,q5_days_since_previous_transaction,q10_days_since_previous_transaction,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q40_days_since_previous_transaction,q50_days_since_previous_transaction,q60_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_since_previous_transaction,q90_days_since_previous_transaction,q95_days_since_previous_transaction,q99_days_since_previous_transaction,min_days_until_next_transaction,mean_days_until_next_transaction,mode_days_until_next_transaction,max_days_until_next_transaction,q1_days_until_next_transaction,q5_days_until_next_transaction,q10_days_until_next_transaction,q20_days_until_next_transaction,q30_days_until_next_transaction,q40_days_until_next_transaction,q50_days_until_next_transaction,q60_days_until_next_transaction,q70_days_until_next_transaction,q80_days_until_next_transaction,q90_days_until_next_transaction,q95_days_until_next_transaction,q99_days_until_next_transaction,min_customer_transaction_order,mean_customer_transaction_order,mode_customer_transaction_order,max_customer_transaction_order,q1_customer_transaction_order,q5_customer_transaction_order,q10_customer_transaction_order,q20_customer_transaction_order,q30_customer_transaction_order,q40_customer_transaction_order,q50_customer_transaction_order,q60_customer_transaction_order,q70_customer_transaction_order,q80_customer_transaction_order,q90_customer_transaction_order,q95_customer_transaction_order,q99_customer_transaction_order,min_days_since_first_transaction,mean_days_since_first_transaction,mode_days_since_first_transaction,max_days_since_first_transaction,q1_days_since_first_transaction,q5_days_since_first_transaction,q10_days_since_first_transaction,q20_days_since_first_transaction,q30_days_since_first_transaction,q40_days_since_first_transaction,q50_days_since_first_transaction,q60_days_since_first_transaction,q70_days_since_first_transaction,q80_days_since_first_transaction,q90_days_since_first_transaction,q95_days_since_first_transaction,q99_days_since_first_transaction
C00002,2025-08-18,48,2025-10-05,6.0,11.0,910.64,37.0,32.0,6.0,620.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00576,2025-06-19,267,2026-03-13,61.0,3.0,252.8,20.0,61.0,3.0,252.8,20.0,61.0,3.0,252.8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02657,2025-10-03,134,2026-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00339,2025-10-25,107,2026-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02539,2025-06-03,235,2026-01-24,7.0,16.0,2581.2599999999998,111.0,36.0,12.0,2065.21,82.0,61.0,9.0,1555.23,57.0,93.0,6.0,886.34,25.0,3.965142857142873,-0.6999999999999996,1.3142857142857138,0.9999999999999998,5.1428571428571415,83.43,147.72333333333333,83.43,237.32,83.64250000000001,84.4925,85.555,87.68,107.355,127.03,137.185,147.34,175.44,203.54,220.43,228.875,235.631,2.0,5.0,6.0,7.0,2.08,2.4,2.8,3.6,4.4,5.2,6.0,6.0,6.0,6.2,6.6,6.8,6.96,2.0,7.0,6.0,17.0,2.1,2.5,3.0,4.0,5.0,6.0,6.0,6.0,6.5,7.0,12.0,14.5,16.5,0.0,2.5,0.0,5.0,0.05,0.25,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,4.75,4.95,0.0,13.666666666666666,0.0,25.0,0.30000000000000004,1.5,3.0,6.0,9.0,12.0,14.0,16.0,19.5,23.0,24.0,24.5,24.9
C02935,2025-01-29,129,2025-06-07,195.0,1.0,43.1,0.0,195.0,1.0,43.1,0.0,195.0,1.0,43.1,0.0,195.0,1.0,43.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00925,2025-09-10,174,2026-03-03,0.0,4.0,195.17000000000002,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00265,2025-06-23,104,2025-10-05,6.0,9.0,584.1,65.0,37.0,5.0,324.5,34.0,70.0,2.0,126.78999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00376,2025-10-04,116,2026-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02022,2025-08-04,30,2025-09-03,30.0,2.0,57.85,16.0,30.0,2.0,57.85,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01463,2025-11-04,258,2026-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00271,2025-03-01,165,2025-08-13,51.0,12.0,635.21,163.0,51.0,12.0,635.21,163.0,95.0,11.0,609.46,119.0,95.0,11.0,609.46,119.0,0.41390909090909134,0.3696969696969689,1.7363636363636363,1.0,12.936363636363636,9.11,55.405454545454546,9.11,134.73,9.424,10.68,12.25,13.76,36.66,43.95,50.19,53.55,57.98,81.45,115.83,125.28,132.84,2.0,11.9,2.0,27.0,2.0,2.0,2.0,2.0,3.3999999999999995,5.2,6.5,12.999999999999993,22.3,23.2,24.299999999999997,25.65,26.73,2.0,14.818181818181818,2.0,44.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,22.0,23.0,24.0,27.0,35.5,42.300000000000004,0.0,5.0,0.0,10.0,0.1,0.5,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.5,9.9,0.0,56.72727272727273,0.0,119.0,0.2,1.0,2.0,8.0,30.0,53.0,55.0,62.0,89.0,91.0,115.0,117.0,118.6
C00696,2025-09-22,30,2025-10-22,1.0,3.0,275.63,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02973,2025-07-15,365,2026-07-15,5.0,10.0,618.78,63.0,31.0,5.0,356.09,37.0,67.0,2.0,67.91,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00244,2025-04-14,90,2025-07-13,86.0,23.0,1102.27,84.0,86.0,23.0,1102.27,84.0,86.0,23.0,1102.27,84.0,91.0,21.0,1011.22,79.0,0.2119999999999996,-0.11654135338345871,-0.11298701298701298,1.0,3.8948051948051945,4.74,48.15333333333333,4.74,189.26,5.838,10.23,10.88,13.45,20.41,22.82,29.42,47.05,54.03,80.62,89.06,99.35,171.27800000000005,1.0,3.95,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.5,3.0,4.0,5.600000000000003,11.0,11.05,11.809999999999999,1.0,3.9047619047619047,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,11.0,11.0,11.8,0.0,10.0,0.0,20.0,0.2,1.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,19.0,19.8,0.0,43.19047619047619,0.0,79.0,2.2,11.0,12.0,17.0,24.0,43.0,46.0,51.0,54.0,67.0,75.0,76.0,78.4
C02813,2025-05-05,153,2025-10-05,7.0,17.0,1204.64,107.0,41.0,12.0,853.6,73.0,71.0,8.0,518.93,43.0,90.0,4.0,324.58,24.0,22.879999999999992,1.999999999999999,1.1000000000000016,1.0,8.6,15.92,81.145,15.92,136.66,17.4821,23.7305,31.541,47.162000000000006,62.78299999999999,75.194,86.0,96.806,107.27499999999999,117.07000000000001,126.86500000000001,131.7625,135.6805,3.0,8.0,3.0,14.0,3.08,3.4,3.8,4.6,5.4,6.2,7.0,8.4,9.799999999999999,11.200000000000001,12.6,13.299999999999999,13.86,3.0,8.25,3.0,14.0,3.12,3.6,4.2,5.4,6.6,7.4,8.0,8.6,9.499999999999998,11.000000000000002,12.5,13.249999999999998,13.849999999999998,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,11.0,0.0,24.0,0.09,0.45000000000000007,0.9000000000000001,1.8000000000000003,2.6999999999999997,5.8000000000000025,10.0,14.199999999999998,17.699999999999996,19.800000000000004,21.900000000000002,22.949999999999996,23.79
C00476,2025-04-05,365,2026-04-05,5.0,21.0,956.97,167.0,33.0,19.0,881.44,139.0,62.0,17.0,774.09,110.0,93.0,10.0,487.11,79.0,-0.23775757575757855,-0.3666666666666667,0.07272727272727308,1.0,9.64242424242424,16.61,48.711,16.61,96.69,17.470399999999998,20.912,25.214000000000002,26.234,26.887,37.150000000000006,45.525000000000006,48.891999999999996,58.278999999999996,75.00200000000001,79.338,88.01399999999998,94.9548,0.0,8.777777777777779,2.0,36.0,0.08,0.4,0.8,1.6,2.0,2.2,3.0,5.3999999999999995,9.599999999999998,14.000000000000002,20.800000000000004,28.39999999999999,34.48,0.0,9.4,2.0,36.0,0.09,0.45,0.9,1.8,2.0,2.6,4.5,8.399999999999997,12.899999999999999,15.4,18.89999999999999,27.44999999999998,34.290000000000006,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,41.7,2.0,79.0,0.18,0.9,1.8,2.0,27.19999999999999,45.2,51.0,53.199999999999996,56.8,64.4,78.1,78.55,78.91
C02785,2025-10-04,120,2026-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02843,2025-08-10,62,2025-10-11,31.0,2.0,182.51,12.0,31.0,2.0,182.51,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02298,2025-10-30,30,2025-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02448,2025-02-11,365,2026-02-11,62.0,4.0,60.599999999999994,71.0,62.0,4.0,60.599999999999994,71.0,62.0,4.0,60.599999999999994,71.0,98.0,2.0,19.729999999999997,35.0,1.3299999999999987,,-6.000000000000001,0.9999999999999998,34.99999999999999,9.2,9.864999999999998,9.2,10.53,9.213299999999998,9.266499999999999,9.332999999999998,9.466,9.599,9.732,9.864999999999998,9.998,10.130999999999998,10.264,10.397,10.4635,10.5167,,,,,,,,,,,,,,,,,,29.0,32.0,29.0,35.0,29.06,29.3,29.6,30.2,30.8,31.4,32.0,32.6,33.2,33.8,34.4,34.7,34.94,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,17.5,0.0,35.0,0.35000000000000003,1.75,3.5,7.0,10.5,14.0,17.5,21.0,24.5,28.0,31.5,33.25,34.65
C02783,2025-07-22,272,2026-04-20,3.0,9.0,355.87,68.0,37.0,5.0,230.54,34.0,60.0,3.0,130.09,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02953,2025-09-22,88,2025-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02982,2025-04-02,49,2025-05-21,147.0,1.0,6.53,0.0,147.0,1.0,6.53,0.0,147.0,1.0,6.53,0.0,147.0,1.0,6.53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02159,2025-03-29,68,2025-06-05,158.0,1.0,118.42,0.0,158.0,1.0,118.42,0.0,158.0,1.0,118.42,0.0,158.0,1.0,118.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00250,2025-07-04,32,2025-08-05,59.0,10.0,240.35,29.0,59.0,10.0,240.35,29.0,63.0,8.0,211.81,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00413,2025-04-10,30,2025-05-10,147.0,4.0,1037.3700000000001,9.0,147.0,4.0,1037.3700000000001,9.0,147.0,4.0,1037.3700000000001,9.0,147.0,4.0,1037.3700000000001,9.0,-60.802999999999976,-2.5000000000000004,-2.4999999999999996,1.0,2.6999999999999997,135.5,259.3425,135.5,370.99,138.1874,148.937,162.37400000000002,189.24800000000002,216.122,241.22400000000002,265.44,289.656,312.31899999999996,331.87600000000003,351.433,361.2115,369.0343,0.0,3.0,0.0,7.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,3.0,3.9999999999999996,5.0,6.0,6.5,6.9,0.0,3.0,0.0,7.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,3.0,3.9999999999999996,5.0,6.0,6.5,6.9,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,5.75,7.0,9.0,0.21,1.0500000000000003,2.1000000000000005,4.200000000000001,6.299999999999999,7.0,7.0,7.0,7.199999999999999,7.800000000000001,8.4,8.7,8.94
C00545,2025-01-06,30,2025-02-05,261.0,2.0,144.97,4.0,261.0,2.0,144.97,4.0,261.0,2.0,144.97,4.0,261.0,2.0,144.97,4.0,-80.83000000000003,,,0.9999999999999998,3.999999999999999,32.07,72.485,32.07,112.9,32.8783,36.1115,40.153000000000006,48.236000000000004,56.319,64.40200000000002,72.485,80.568,88.651,96.73400000000001,104.81700000000001,108.8585,112.0917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96
C01193,2025-02-13,365,2026-02-13,13.0,30.0,1346.15,205.0,37.0,25.0,1207.11,181.0,68.0,19.0,923.45,150.0,90.0,14.0,675.04,128.0,-1.1368351648351658,-1.6098901098901093,-1.5406593406593412,1.0000000000000002,9.14945054945055,9.1,48.21714285714286,9.1,128.76,9.393799999999999,10.568999999999999,12.869,17.374000000000002,23.025,31.17,45.245,48.68,59.031,74.096,88.561,104.43049999999998,123.89409999999997,2.0,9.846153846153847,2.0,35.0,2.0,2.0,2.2,3.0,3.5999999999999996,4.800000000000001,5.0,7.399999999999999,9.0,11.400000000000006,27.400000000000013,32.599999999999994,34.519999999999996,1.0,9.214285714285714,2.0,35.0,1.13,1.65,2.0,2.6,3.0,4.2,5.0,6.6,9.0,10.600000000000001,25.60000000000002,32.4,34.48,0.0,6.5,0.0,13.0,0.13,0.65,1.3,2.6,3.9,5.2,6.5,7.8,9.1,10.4,11.700000000000001,12.35,12.87,0.0,84.92857142857143,0.0,128.0,4.55,22.75,37.1,43.8,72.89999999999999,82.8,96.5,110.2,114.3,119.0,123.4,125.4,127.47999999999999
C00738,2025-06-02,136,2025-10-16,25.0,4.0,101.98,90.0,54.0,3.0,94.89999999999999,61.0,75.0,2.0,88.1,40.0,115.0,1.0,66.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00310,2025-06-05,323,2026-04-24,5.0,27.0,3374.96,109.0,31.0,17.0,1878.46,83.0,61.0,10.0,1098.48,53.0,93.0,5.0,531.6,21.0,-27.49700000000001,-2.0999999999999996,-0.500000000000001,1.0,5.4,37.33,106.32000000000001,37.33,190.8,38.144,41.4,45.47,53.61,67.526,87.218,106.91,119.698,132.486,149.264,170.032,180.416,188.72320000000002,1.0,5.25,6.0,8.0,1.15,1.75,2.5,4.0,5.5,6.0,6.0,6.0,6.199999999999999,6.800000000000001,7.4,7.699999999999999,7.9399999999999995,1.0,5.8,6.0,8.0,1.2,2.0,3.0,5.0,6.0,6.0,6.0,6.8,7.6,8.0,8.0,8.0,8.0,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96,0.0,12.6,0.0,21.0,0.32,1.6,3.2,6.4,9.2,11.600000000000001,14.0,16.4,18.799999999999997,20.2,20.6,20.8,20.96
C01979,2025-03-03,159,2025-08-09,113.0,8.0,386.2,75.0,113.0,8.0,386.2,75.0,113.0,8.0,386.2,75.0,113.0,8.0,386.2,75.0,-3.4061904761904773,-0.14285714285714146,-0.14285714285714277,0.9999999999999999,11.238095238095237,23.23,48.275000000000006,23.23,74.55,24.3647,28.9035,34.577,41.116,43.716,44.318000000000005,46.845,50.284000000000006,54.077999999999996,56.072,62.29299999999999,68.4215,73.3243,3.0,10.714285714285714,6.0,34.0,3.12,3.6,4.2,5.2,5.8,6.0,6.0,6.6,8.399999999999995,12.600000000000005,22.000000000000007,27.999999999999986,32.79999999999999,3.0,10.714285714285714,6.0,34.0,3.12,3.6,4.2,5.2,5.8,6.0,6.0,6.6,8.399999999999995,12.600000000000005,22.000000000000007,27.999999999999986,32.79999999999999,0.0,3.5,0.0,7.0,0.07,0.35000000000000003,0.7000000000000001,1.4000000000000001,2.1,2.8000000000000003,3.5,4.2,4.8999999999999995,5.6000000000000005,6.3,6.6499999999999995,6.93,0.0,38.0,0.0,75.0,0.35000000000000003,1.7500000000000002,3.5000000000000004,7.4,14.400000000000002,38.20000000000001,48.5,52.6,54.699999999999996,58.6,65.2,70.1,74.02
C00893,2025-11-07,281,2026-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01131,2025-04-25,365,2026-04-25,4.0,66.0,5166.9,150.0,33.0,51.0,3842.58,121.0,63.0,34.0,2504.8,91.0,93.0,26.0,1825.95,61.0,-2.2128649572649586,-0.02384615384615401,0.04341880341880341,1.0000000000000002,2.287179487179487,3.23,70.22884615384615,3.23,184.74,3.665,6.705,16.009999999999998,31.88,42.455,54.51,62.065,73.85,80.925,96.35,148.1,167.535,181.74,0.0,2.44,1.0,9.0,0.0,0.20000000000000018,1.0,1.0,1.0,1.0,2.0,2.0,2.799999999999997,4.200000000000003,5.600000000000001,6.0,8.279999999999994,0.0,2.730769230769231,1.0,10.0,0.0,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,8.25,9.75,0.0,12.5,0.0,25.0,0.25,1.25,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,23.75,24.75,0.0,31.692307692307693,27.0,61.0,1.5,6.5,8.5,15.0,25.5,27.0,29.5,32.0,41.0,50.0,57.0,58.5,60.5
C01449,2025-05-01,149,2025-09-27,26.0,8.0,133.91,113.0,75.0,6.0,112.31,64.0,75.0,6.0,112.31,64.0,96.0,5.0,103.63000000000001,43.0,-1.1870000000000023,1.7000000000000015,2.899999999999999,1.0,10.8,9.44,20.726,9.44,38.88,9.7168,10.824,12.208,14.975999999999999,16.785999999999998,17.637999999999998,18.49,19.278,20.066,24.144000000000005,31.512000000000004,35.196,38.1432,6.0,10.75,6.0,16.0,6.0,6.0,6.0,6.0,6.0,7.800000000000002,10.5,13.2,15.1,15.4,15.7,15.85,15.969999999999999,6.0,12.8,6.0,21.0,6.0,6.0,6.0,6.0,7.8,11.4,15.0,15.4,15.8,17.0,19.0,20.0,20.8,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96,0.0,19.8,0.0,43.0,0.24,1.2000000000000002,2.4000000000000004,4.800000000000001,9.2,15.600000000000001,22.0,24.4,26.799999999999997,31.000000000000004,37.0,40.0,42.4
C02907,2025-11-17,90,2026-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00015,2025-01-28,181,2025-07-28,96.0,4.0,60.480000000000004,137.0,96.0,4.0,60.480000000000004,137.0,96.0,4.0,60.480000000000004,137.0,96.0,4.0,60.480000000000004,137.0,-4.0680000000000005,60.000000000000014,60.00000000000002,1.0,42.4,7.14,15.120000000000001,7.14,29.8,7.1472,7.176,7.212,7.284,7.356,9.136000000000001,11.77,14.403999999999998,17.523999999999994,21.616000000000007,25.708000000000002,27.753999999999994,29.3908,2.0,45.666666666666664,2.0,122.0,2.22,3.1,4.2,6.4,8.6,10.8,13.0,34.8,56.59999999999999,78.4,100.2,111.1,119.82,2.0,45.666666666666664,2.0,122.0,2.22,3.1,4.2,6.4,8.6,10.8,13.0,34.8,56.59999999999999,78.4,100.2,111.1,119.82,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,38.5,0.0,137.0,0.06,0.30000000000000004,0.6000000000000001,1.2000000000000002,1.7999999999999998,4.600000000000002,8.5,12.399999999999999,27.199999999999957,63.80000000000004,100.40000000000002,118.69999999999996,133.33999999999997
C01950,2025-01-09,111,2025-04-30,164.0,12.0,274.12,90.0,164.0,12.0,274.12,90.0,164.0,12.0,274.12,90.0,164.0,12.0,274.12,90.0,-0.40146853146853057,-0.11818181818181804,-0.11818181818181801,0.9999999999999999,9.695804195804195,7.54,22.843333333333334,7.54,48.74,7.5851,7.7655,8.01,8.586,9.558,13.866000000000003,20.0,26.697999999999997,32.061,33.58,43.697,46.5785,48.307700000000004,0.0,8.181818181818182,10.0,25.0,0.1,0.5,1.0,2.0,4.0,6.0,9.0,10.0,10.0,11.0,12.0,18.5,23.700000000000003,0.0,8.181818181818182,10.0,25.0,0.1,0.5,1.0,2.0,4.0,6.0,9.0,10.0,10.0,11.0,12.0,18.5,23.700000000000003,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,46.083333333333336,0.0,90.0,0.0,0.0,0.9000000000000008,11.000000000000002,20.799999999999997,29.800000000000004,42.5,62.99999999999999,75.8,85.0,87.9,88.9,89.78
C00721,2025-02-12,85,2025-05-08,156.0,10.0,174.89,69.0,156.0,10.0,174.89,69.0,156.0,10.0,174.89,69.0,156.0,10.0,174.89,69.0,-2.3744848484848484,0.6000000000000002,0.6000000000000006,1.0,7.993939393939393,7.35,17.488999999999997,7.35,39.23,7.6479,8.8395,10.329,10.676,11.996,13.304,15.165000000000001,17.75,20.011999999999997,21.512,25.054999999999993,32.142499999999984,37.8125,1.0,7.666666666666667,10.0,11.0,1.16,1.8,2.6,5.4,7.4,8.2,9.0,9.8,10.0,10.0,10.2,10.6,10.92,1.0,7.666666666666667,10.0,11.0,1.16,1.8,2.6,5.4,7.4,8.2,9.0,9.8,10.0,10.0,10.2,10.6,10.92,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,30.9,0.0,69.0,0.09,0.45,0.9,6.6000000000000005,14.999999999999996,24.6,30.5,35.99999999999999,44.4,52.0,60.9,64.94999999999999,68.19
C01420,2025-03-18,141,2025-08-06,76.0,5.0,129.43,109.0,76.0,5.0,129.43,109.0,76.0,5.0,129.43,109.0,132.0,3.0,99.1,53.0,-5.179999999999998,1.0000000000000036,12.000000000000007,1.0000000000000002,26.500000000000007,19.78,33.03333333333333,19.78,49.18,19.9872,20.816000000000003,21.852,23.924,25.996000000000002,28.068,30.14,33.948,37.756,41.564,45.372,47.275999999999996,48.7992,26.0,26.5,26.0,27.0,26.01,26.05,26.1,26.2,26.3,26.4,26.5,26.6,26.7,26.8,26.9,26.95,26.99,26.0,34.333333333333336,26.0,50.0,26.02,26.1,26.2,26.4,26.6,26.8,27.0,31.599999999999998,36.199999999999996,40.800000000000004,45.4,47.699999999999996,49.54,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,26.333333333333332,0.0,53.0,0.52,2.6,5.2,10.4,15.6,20.8,26.0,31.4,36.8,42.2,47.6,50.3,52.46
C02633,2025-07-08,177,2026-01-01,2.0,4.0,212.47,78.0,55.0,3.0,157.14,25.0,77.0,2.0,106.42999999999999,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00981,2025-08-21,365,2026-08-21,0.0,13.0,525.27,39.0,33.0,3.0,158.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
