,customer_id,is_churn_1_days
1663,C00127,0
1664,C02977,1
1665,C02006,0
1666,C00980,0
1667,C02974,1
1668,C00190,0
1669,C01139,1
1670,C00992,1
1671,C00699,1
1672,C00606,1
1673,C00180,1
1674,C00301,1
1675,C02544,0
1676,C02775,0
1677,C01060,1
1678,C02819,1
1679,C02878,0
1680,C02565,1
1681,C01069,1
1682,C02524,1
1683,C02205,1
1684,C01243,1
1685,C00016,1
1686,C02980,1
1687,C00546,1
1688,C00658,1
1689,C02704,1
1690,C02735,1
1691,C01504,0
1692,C00959,0
1693,C02331,1
1694,C00797,0
1695,C00225,0
1696,C02074,1
1697,C01799,1
1698,C02485,1
1699,C02962,1
1700,C02277,0
1701,C02085,1
1702,C01693,0
1703,C01045,0
1704,C00469,0
1705,C00954,1
1706,C02976,1
1707,C00639,1
1708,C02778,1
1709,C01218,1
1710,C01158,0
1711,C01415,1
1712,C02713,1
1713,C01527,1
1714,C02921,1
1715,C01300,1
1716,C02866,0
1717,C01603,0
1718,C00160,1
1719,C01704,0
1720,C00956,0
1721,C02915,1
1722,C00877,1
1723,C01919,1
1724,C01884,1
1725,C02200,0
1726,C00098,1
1727,C02827,0
1728,C02557,0
1729,C00253,1
1730,C00103,0
1731,C01445,0
1732,C01443,0
1733,C01648,1
1734,C00586,1
1735,C00627,0
1736,C01696,1
1737,C02101,0
1738,C02199,1
1739,C00403,0
1740,C01154,1
1741,C02255,1
1742,C01682,1
1743,C02056,1
1744,C02844,1
1745,C00452,0
1746,C02301,1
1747,C01327,1
1748,C02049,0
1749,C00880,0
1750,C02918,1
1751,C00623,1
1752,C02393,0
1753,C02772,1
1754,C01787,1
1755,C00262,0
1756,C01634,1
1757,C01438,0
1758,C02198,1
1759,C01969,1
1760,C02520,1
1761,C01802,1
1762,C00640,1
1763,C02385,1
1764,C02598,1
1765,C02830,0
1766,C01959,1
1767,C00488,0
1768,C01843,1
1769,C01734,1
1770,C00146,1
1771,C01534,1
1772,C01986,1
1773,C01369,0
1774,C02450,1
1775,C02936,0
1776,C00659,1
1777,C01794,1
1778,C02511,0
1779,C00186,1
1780,C01147,1
1781,C00608,1
1782,C02191,1
1783,C01930,0
1784,C00197,1
1785,C02327,0
1786,C00293,1
1787,C00766,0
1788,C00400,1
1789,C00122,1
1790,C00202,0
1791,C00835,0
1792,C02294,1
1793,C01439,1
1794,C01733,1
1795,C01695,0
1796,C02928,1
1797,C01707,1
1798,C02913,0
1799,C01153,1
1800,C01661,0
1801,C02432,1
1802,C01759,1
1803,C00854,1
1804,C01589,0
1805,C02267,0
1806,C00641,0
1807,C00001,0
1808,C02160,1
1809,C00698,1
1810,C01636,0
1811,C01291,1
1812,C02856,0
1813,C02489,0
1814,C01520,0
1815,C01853,1
1816,C01136,1
1817,C02898,1
1818,C01631,1
1819,C01998,0
1820,C00663,0
1821,C00683,1
1822,C01257,1
1823,C00317,1
1824,C00648,1
1825,C01434,1
1826,C01479,0
1827,C00709,1
1828,C01282,0
1829,C01768,1
1830,C00972,1
1831,C02675,0
1832,C02680,1
1833,C01306,0
1834,C01400,1
1835,C01408,0
1836,C02237,0
1837,C01496,1
1838,C02038,1
1839,C01529,0
1840,C01663,0
1841,C01354,1
1842,C02924,1
1843,C02944,1
1844,C01643,0
1845,C01051,0
1846,C00795,1
1847,C02693,0
1848,C01597,1
1849,C02604,1
1850,C02729,1
1851,C02625,0
1852,C01819,1
1853,C01722,0
1854,C01183,0
1855,C02572,0
1856,C01059,1
1857,C00540,0
1858,C01678,1
1859,C02796,0
1860,C02955,1
1861,C02532,1
1862,C01757,1
1863,C01923,1
1864,C00095,0
1865,C01020,1
1866,C00563,1
1867,C02790,1
1868,C00863,1
1869,C01484,1
1870,C01881,0
1871,C01038,1
1872,C00206,1
1873,C00392,0
1874,C02842,1
1875,C00870,1
1876,C00397,1
1877,C02814,1
1878,C02882,0
1879,C01028,1
1880,C02690,0
1881,C01485,1
1882,C02660,0
1883,C00960,1
1884,C01570,1
1885,C02773,1
1886,C01895,1
1887,C02731,0
1888,C02146,1
1889,C00804,1
1890,C01751,0
1891,C02454,1
1892,C00502,1
1893,C00779,0
1894,C01863,1
1895,C00200,1
1896,C02182,0
1897,C02088,1
1898,C02278,1
1899,C01796,1
1900,C00378,0
1901,C02336,1
1902,C00418,1
1903,C01698,1
1904,C00391,0
1905,C02640,1
1906,C01522,1
1907,C01162,0
1908,C01495,1
1909,C02695,1
1910,C02027,1
1911,C01152,0
1912,C01367,1
1913,C02568,1
1914,C00064,0
1915,C02062,1
1916,C01180,0
1917,C00492,0
1918,C00379,1
1919,C02235,1
1920,C00763,0
1921,C02264,1
1922,C00791,1
1923,C01076,0
1924,C00878,0
1925,C00337,1
1926,C02767,1
1927,C02343,0
1928,C01016,0
1929,C01275,1
1930,C00455,1
1931,C00815,0
1932,C02317,1
1933,C00995,1
1934,C01981,1
1935,C00201,1
1936,C00161,1
1937,C01579,1
1938,C02777,1
1939,C02449,0
1940,C00702,1
1941,C01500,1
1942,C01129,1
1943,C02613,1
1944,C01021,0
1945,C01585,1
1946,C01955,0
1947,C02253,1
1948,C00034,1
1949,C00775,1
1950,C02556,0
1951,C01478,1
1952,C01390,0
1953,C02139,0
1954,C01363,1
1955,C02612,1
1956,C02824,1
1957,C02041,1
1958,C00241,1
1959,C02061,1
1960,C02363,1
1961,C00600,0
1962,C02435,1
1963,C01297,0
1964,C02214,0
1965,C02888,0
1966,C02068,1
1967,C00646,0
1968,C01528,1
1969,C02879,1
1970,C01267,1
1971,C01899,1
1972,C00562,0
1973,C02734,0
1974,C00189,1
1975,C01806,1
1976,C00975,0
1977,C02747,0
1978,C02047,1
1979,C02558,1
1980,C01082,0
1981,C00474,1
1982,C02904,0
1983,C00747,1
1984,C02300,1
1985,C00021,1
1986,C00459,0
1987,C01184,0
1988,C02324,1
1989,C00955,1
1990,C01215,0
1991,C02433,1
1992,C02853,1
1993,C01515,0
1994,C02391,1
1995,C00769,1
1996,C01685,1
1997,C00130,0
1998,C02919,1
1999,C02135,1
2000,C01482,1
2001,C00330,1
2002,C01238,1
2003,C00466,1
2004,C02169,1
2005,C01638,1
2006,C01095,1
2007,C01130,0
2008,C01294,1
2009,C00860,1
0,C02275,1
1,C01116,1
2,C01912,0
3,C01322,0
4,C02366,1
5,C01502,0
6,C02174,0
7,C01608,1
8,C00809,1
9,C00438,0
10,C00321,0
11,C02140,1
12,C02677,0
13,C01103,1
14,C02541,1
15,C00521,1
16,C02737,1
17,C01374,0
18,C00433,0
19,C02897,0
20,C00239,1
21,C02225,1
22,C00313,1
23,C00670,1
24,C00436,1
25,C01553,1
26,C01752,1
27,C00296,1
28,C00365,1
29,C00478,0
30,C01512,1
31,C01446,0
32,C00532,0
33,C00864,0
34,C02528,0
35,C00761,0
36,C01411,1
37,C02793,1
38,C01740,1
39,C01921,1
40,C00869,1
41,C00424,1
42,C02542,1
43,C00450,1
44,C01213,0
45,C00605,1
46,C01321,1
47,C00043,0
48,C01228,0
49,C01814,0
50,C00786,1
51,C00945,1
52,C00178,1
53,C00063,1
54,C01572,0
55,C00093,1
56,C00096,0
57,C01359,0
58,C00135,1
59,C02475,0
60,C00581,1
61,C01505,1
62,C01360,1
63,C01100,1
64,C02315,0
65,C01093,0
66,C01765,1
67,C02127,0
68,C02316,1
69,C02111,1
70,C01898,0
71,C00367,1
72,C02390,0
73,C00381,0
74,C00598,1
75,C02875,0
76,C00109,1
77,C00649,1
78,C02781,1
79,C00812,1
80,C00803,0
81,C02738,1
82,C01507,1
83,C02023,0
84,C02965,0
85,C00871,1
86,C01345,1
87,C01820,1
88,C00612,0
89,C00911,1
90,C02268,0
91,C01904,0
92,C02825,1
93,C02706,0
94,C02358,0
95,C00942,1
96,C00644,0
97,C01839,0
98,C01868,1
99,C01041,1
100,C01498,1
101,C02991,0
102,C01264,1
103,C01525,0
104,C00831,1
105,C01036,1
106,C01089,0
107,C01010,1
108,C02243,1
109,C00819,0
110,C01688,1
111,C00231,1
112,C00958,1
113,C00415,1
114,C00555,1
115,C00881,1
116,C00509,1
117,C02629,0
118,C00462,1
119,C01788,0
120,C01562,1
121,C00102,0
122,C02045,0
123,C00104,1
124,C01487,1
125,C02297,1
126,C01231,0
127,C00495,1
128,C00111,1
129,C01135,1
130,C02186,0
131,C02414,0
132,C01672,0
133,C02881,1
134,C02330,1
135,C02162,1
136,C02652,1
137,C00276,0
138,C00700,1
139,C01860,1
140,C00776,0
141,C01760,0
142,C00052,1
143,C00572,0
144,C02593,0
145,C00727,1
146,C00393,1
147,C02290,1
148,C02618,1
149,C01815,1
150,C00802,1
151,C01399,0
152,C00263,0
153,C02175,0
154,C00807,0
155,C00535,1
156,C02256,1
157,C01385,0
158,C02179,1
159,C00076,1
160,C02642,0
161,C01793,0
162,C01577,0
163,C02308,0
164,C00838,1
165,C01729,1
166,C02064,0
167,C00785,1
168,C00582,0
169,C00662,1
170,C02681,1
171,C00168,0
172,C02847,1
173,C02333,0
174,C00900,1
175,C00251,0
176,C01017,0
177,C01659,1
178,C00742,0
179,C01963,0
180,C01738,0
181,C02922,1
182,C00630,0
183,C02564,0
184,C01509,0
185,C00783,0
186,C01746,0
187,C01048,1
188,C00912,1
189,C02718,1
190,C01110,1
191,C01576,0
192,C02529,1
193,C00387,1
194,C02394,1
195,C00229,0
196,C02689,1
197,C02319,0
198,C01269,1
199,C00210,1
200,C01582,0
201,C01207,1
202,C00998,1
203,C00811,0
204,C01230,0
205,C02166,1
206,C00695,0
207,C01423,0
208,C02024,0
209,C01429,1
210,C01057,0
211,C00568,0
212,C02417,1
213,C00314,0
214,C01075,1
215,C00565,1
216,C00979,1
217,C01606,1
218,C01991,0
219,C00000,0
220,C00257,1
221,C01766,1
222,C00772,1
223,C01891,1
224,C02787,1
225,C02069,1
226,C02786,1
227,C02425,1
228,C00411,0
229,C02601,1
230,C02008,0
231,C02509,1
232,C00856,1
233,C01078,1
234,C01497,1
235,C01832,0
236,C02709,0
237,C00343,1
238,C01518,1
239,C00270,1
240,C01200,0
241,C00626,1
242,C01090,1
243,C02025,0
244,C02602,0
245,C02323,1
246,C00693,0
247,C02996,0
248,C02972,0
249,C01177,1
250,C02546,1
251,C02552,1
252,C00240,0
253,C02995,0
254,C02659,0
255,C02766,1
256,C02923,0
257,C00298,1
258,C01211,0
259,C00443,0
260,C01671,0
261,C02325,1
262,C01775,0
263,C02067,1
264,C00354,0
265,C02890,1
266,C01756,0
267,C02407,1
268,C02870,0
269,C00472,0
270,C00879,0
271,C02096,1
272,C02846,1
273,C02771,1
274,C01220,1
275,C00741,0
276,C02132,0
277,C00464,1
278,C00463,1
279,C01151,1
280,C00340,1
281,C00163,1
282,C00990,1
283,C01410,1
284,C01029,0
285,C00527,1
286,C02983,1
287,C01547,1
288,C00059,1
289,C02744,1
290,C00100,1
291,C02705,1
292,C01073,1
293,C00173,0
294,C02567,1
295,C01462,0
296,C02849,0
297,C02687,1
298,C02360,1
299,C02453,0
300,C00844,1
301,C00744,1
302,C01784,1
303,C00457,1
304,C02603,0
305,C00247,1
306,C01939,1
307,C00297,0
308,C00729,1
309,C00088,1
310,C00322,1
311,C00944,1
312,C00070,1
313,C02458,1
314,C02547,1
315,C00361,0
316,C00767,0
317,C01538,1
318,C01027,1
319,C00940,1
320,C01395,0
321,C02811,0
322,C02835,0
323,C02195,1
324,C00199,1
325,C00643,1
326,C00246,1
327,C02194,1
328,C00978,0
329,C02515,0
330,C02894,1
331,C02745,0
332,C00506,0
333,C00139,1
334,C02858,1
335,C01607,0
336,C02114,1
337,C00410,1
338,C02090,0
339,C02569,0
340,C01032,1
341,C01941,1
342,C02418,1
343,C02934,0
344,C02668,1
345,C01650,1
346,C02153,1
347,C00969,0
348,C01053,1
349,C00748,1
350,C00408,0
351,C01244,1
352,C02144,1
353,C02887,1
354,C00259,1
355,C01094,0
356,C01536,1
357,C01071,1
358,C00007,0
359,C01779,0
360,C02347,1
361,C01206,1
362,C00177,1
363,C02794,1
364,C02636,0
365,C00507,0
366,C01840,1
367,C00278,0
368,C01947,0
369,C00654,1
370,C01847,1
371,C00655,0
372,C00134,0
373,C02372,1
374,C02164,1
375,C02419,0
376,C00219,1
377,C00238,1
378,C02990,1
379,C01557,0
380,C00087,1
381,C01637,1
382,C00192,1
383,C01770,1
384,C02092,0
385,C02826,0
386,C02779,0
387,C01954,1
388,C02523,0
389,C02228,0
390,C00162,0
391,C01586,0
392,C00874,1
393,C00755,0
394,C02862,0
395,C00211,1
396,C02303,1
397,C01174,1
398,C01336,0
399,C01721,1
400,C00480,1
401,C01453,1
402,C02208,0
403,C00927,1
404,C00573,1
405,C01569,0
406,C02818,0
407,C00549,0
408,C00049,1
409,C02213,0
410,C01448,0
411,C01011,0
412,C00530,0
413,C02517,0
414,C00719,1
415,C02639,1
416,C01234,1
417,C01099,1
418,C01741,1
419,C00657,0
420,C00932,1
421,C02667,0
422,C00208,1
423,C01780,0
424,C00528,0
425,C02909,1
426,C02527,0
427,C02576,1
428,C02838,1
429,C01730,1
430,C01506,1
431,C01776,1
432,C01940,1
433,C00889,1
434,C00254,1
435,C02720,1
436,C01253,0
437,C02958,1
438,C00736,1
439,C01618,1
440,C00482,0
441,C02583,1
442,C02957,1
443,C02097,1
444,C02834,1
445,C01278,1
446,C02634,0
447,C00471,1
448,C01229,1
449,C00309,1
450,C01412,0
451,C00937,1
452,C00707,1
453,C02066,0
454,C00594,1
455,C01915,0
456,C01097,1
457,C02338,0
458,C01436,0
459,C02443,1
460,C00012,0
461,C00620,1
462,C01018,1
463,C00069,0
464,C00601,1
465,C02906,1
466,C00810,1
467,C00144,0
468,C02030,1
469,C01677,1
470,C02759,1
471,C00952,1
472,C00781,1
473,C02234,1
474,C02873,1
475,C02742,0
476,C02816,0
477,C01196,1
478,C02249,0
479,C02334,1
480,C02917,1
481,C00416,1
482,C00859,1
483,C02472,1
484,C00261,1
485,C02233,1
486,C02421,1
487,C01377,1
488,C01628,0
489,C02985,1
490,C02151,1
491,C01161,1
492,C01474,1
493,C00554,0
494,C02415,0
495,C00596,0
496,C00414,1
497,C02505,0
498,C02566,0
499,C01584,1
500,C02941,1
501,C02651,1
502,C01023,0
503,C00351,1
504,C01435,0
505,C01173,1
506,C00174,0
507,C01397,1
508,C01911,1
509,C01204,1
510,C00120,0
511,C00949,1
512,C00014,1
513,C00746,0
514,C00347,0
515,C02839,0
516,C01222,1
517,C00929,1
518,C01226,1
519,C00440,0
520,C01442,1
521,C02930,0
522,C02120,0
523,C00056,0
524,C00423,0
525,C01578,1
526,C00756,1
527,C01745,1
528,C02587,1
529,C00430,1
530,C01064,1
531,C00842,0
532,C02089,1
533,C00358,0
534,C00765,1
535,C02467,1
536,C00272,1
537,C02535,0
538,C00350,1
539,C00051,0
540,C02099,1
541,C02776,1
542,C00184,0
543,C00194,1
544,C02929,0
545,C01601,0
546,C02307,0
547,C02020,1
548,C00032,0
549,C00976,1
550,C00203,1
551,C01494,0
552,C01361,1
553,C01735,0
554,C01149,1
555,C01309,1
556,C02497,1
557,C01727,0
558,C01299,0
559,C00157,1
560,C00460,1
561,C00183,0
562,C02013,1
563,C02880,0
564,C00834,0
565,C00479,0
566,C01992,1
567,C01861,0
568,C02470,0
569,C00677,1
570,C02994,1
571,C00237,0
572,C02442,0
573,C00561,0
574,C00790,1
575,C00862,1
576,C01920,0
577,C01178,1
578,C01190,1
579,C01593,1
580,C00538,1
581,C02178,1
582,C01842,1
583,C01362,1
584,C00291,1
585,C00829,1
586,C02645,1
587,C00439,1
588,C01488,0
589,C01813,0
590,C01261,0
591,C01407,1
592,C01983,1
593,C00407,1
594,C01475,1
595,C01124,0
596,C00817,1
597,C01763,1
598,C02163,1
599,C00642,1
600,C00907,0
601,C00533,0
602,C00067,1
603,C02406,0
604,C02040,0
605,C02908,0
606,C02483,1
607,C02392,1
608,C02650,0
609,C00221,0
610,C01037,0
611,C01877,0
612,C01613,0
613,C00522,0
614,C02018,1
615,C01255,1
616,C01691,0
617,C02280,1
618,C01286,1
619,C02594,1
620,C02287,1
621,C02555,0
622,C02678,1
623,C02644,0
624,C02855,0
625,C01465,1
626,C02841,1
627,C00175,1
628,C00289,1
629,C02236,1
630,C00170,1
631,C01706,1
632,C02927,0
633,C00349,0
634,C01034,0
635,C02404,0
636,C02353,1
637,C00233,1
638,C01800,1
639,C02592,1
640,C02292,1
641,C01566,1
642,C02716,1
643,C02377,1
644,C00456,1
645,C00508,1
646,C01725,1
647,C01748,1
648,C01330,0
649,C00420,0
650,C00764,1
651,C00798,1
652,C00705,1
653,C01316,0
654,C01271,1
655,C00044,1
656,C00435,1
657,C02663,1
658,C01965,1
659,C01967,1
660,C02723,1
661,C01210,1
662,C00685,1
0,C02123,1
1,C01128,1
2,C00610,1
3,C00324,0
4,C02477,1
5,C02376,0
6,C01551,1
7,C00331,1
8,C01001,0
9,C02411,1
10,C01351,0
11,C00366,0
12,C01694,1
13,C02631,1
14,C01503,0
15,C00179,1
16,C00962,1
17,C01993,0
18,C02332,1
19,C02637,1
20,C00845,0
21,C02743,0
22,C01964,1
23,C01744,1
24,C01467,1
25,C01709,0
26,C02481,1
27,C01413,1
28,C00188,0
29,C01783,1
30,C02136,0
31,C02359,1
32,C01697,1
33,C00599,0
34,C02438,1
35,C01289,1
36,C00897,1
37,C01846,0
38,C01580,0
39,C02383,1
40,C02893,1
41,C02083,1
42,C01005,0
43,C02848,1
44,C02254,1
45,C02752,1
46,C01739,0
47,C02596,1
48,C01743,0
49,C01818,1
50,C02342,1
51,C00030,1
52,C01480,0
53,C02441,0
54,C02501,1
55,C01114,1
56,C00678,0
57,C01882,1
58,C02206,1
59,C02863,0
60,C02167,1
61,C02190,1
62,C00632,1
63,C00965,1
64,C00651,1
65,C01298,1
66,C02719,0
67,C02451,1
68,C00637,0
69,C01270,0
70,C00149,0
71,C01491,1
72,C02861,1
73,C01080,1
74,C00108,1
75,C01670,1
76,C02708,0
77,C02963,1
78,C00141,1
79,C00613,0
80,C01393,0
81,C00759,1
82,C00266,1
83,C02078,1
84,C00124,1
85,C02087,1
86,C02952,1
87,C00847,1
88,C00680,0
89,C01398,1
90,C02700,0
91,C02702,1
92,C00602,1
93,C00542,1
94,C02375,0
95,C01302,1
96,C02525,1
97,C00964,0
98,C01614,0
99,C02503,0
100,C00315,1
101,C01055,1
102,C02420,0
103,C01587,1
104,C02755,0
105,C00486,1
106,C01317,1
107,C01624,1
108,C01192,1
109,C01216,1
110,C00212,1
111,C00196,0
112,C02581,1
113,C02219,0
114,C02468,1
115,C01620,1
116,C02901,1
117,C02563,1
118,C01088,1
119,C00930,1
120,C02967,0
121,C02895,0
122,C02748,0
123,C01451,1
124,C01583,1
125,C00805,1
126,C01091,0
127,C00422,0
128,C00057,0
129,C00999,0
130,C00279,1
131,C01556,1
132,C02210,0
133,C01567,1
134,C01105,1
135,C02725,0
136,C00402,1
137,C00048,0
138,C00025,1
139,C01457,0
140,C02531,1
141,C00511,0
142,C00718,1
143,C02209,0
144,C02916,1
145,C01883,1
146,C02688,1
147,C00676,0
148,C02284,1
149,C02758,0
150,C01651,1
151,C01804,1
152,C02093,0
153,C00679,1
154,C00256,0
155,C02986,1
156,C01338,0
157,C00926,1
158,C02619,0
159,C01831,0
160,C01778,0
161,C00332,1
162,C00714,1
163,C01343,0
164,C02588,1
165,C02095,1
166,C01047,0
167,C01762,0
168,C00557,0
169,C00218,1
170,C01391,0
171,C01344,1
172,C02138,0
173,C02370,1
174,C00867,1
175,C01960,1
176,C02130,1
177,C00611,1
178,C01623,0
179,C02272,0
180,C01241,1
181,C01927,1
182,C00166,1
183,C00903,0
184,C01872,0
185,C01364,0
186,C00227,0
187,C01736,0
188,C00029,1
189,C01195,0
190,C01268,0
191,C00597,0
192,C00195,0
193,C02968,1
194,C02274,1
195,C00621,0
196,C00353,1
197,C01732,1
198,C01543,1
199,C00080,1
200,C01929,1
201,C01600,0
202,C01221,0
203,C01044,1
204,C00547,0
205,C01236,0
206,C01717,0
207,C01292,0
208,C01102,0
209,C02183,0
210,C02155,0
211,C02104,1
212,C02851,1
213,C01665,1
214,C02746,0
215,C01966,0
216,C02029,0
217,C02943,1
218,C01125,0
219,C01533,0
220,C01370,1
221,C02538,1
222,C01641,1
223,C01123,0
224,C02724,0
225,C02001,0
226,C01307,1
227,C00794,1
228,C00518,1
229,C01450,0
230,C00691,1
231,C00858,1
232,C01559,0
233,C02344,1
234,C02176,1
235,C01817,1
236,C00045,0
237,C02246,0
238,C00282,1
239,C01113,1
240,C00567,1
241,C01106,1
242,C01117,0
243,C00152,1
244,C01611,0
245,C00650,0
246,C00553,0
247,C00283,0
248,C01421,1
249,C02291,0
250,C01235,1
251,C01949,1
252,C00787,1
253,C02712,0
254,C01334,1
255,C02031,0
256,C02703,1
257,C02282,0
258,C00461,0
259,C00498,0
260,C00839,0
261,C00432,1
262,C02883,1
263,C01272,1
264,C00318,1
265,C01084,1
266,C00564,1
267,C02579,0
268,C00368,0
269,C01323,0
270,C01830,1
271,C00789,0
272,C00288,1
273,C02694,0
274,C00857,1
275,C00647,1
276,C01710,0
277,C01288,1
278,C01640,1
279,C02364,0
280,C02230,1
281,C02519,1
282,C00445,1
283,C02350,1
284,C01432,1
285,C02112,1
286,C02473,0
287,C01134,0
288,C01437,0
289,C00840,1
290,C02113,1
291,C01876,0
292,C02730,0
293,C00544,1
294,C02686,0
295,C00801,1
296,C01909,0
297,C02643,0
298,C01835,1
299,C02867,1
300,C02157,0
301,C02627,0
302,C02999,0
303,C00617,1
304,C02044,0
305,C01273,0
306,C01159,0
307,C01025,1
308,C02624,0
309,C02400,1
310,C01263,1
311,C02482,1
312,C02012,0
313,C00073,1
314,C00252,1
315,C02988,1
316,C01885,1
317,C02408,1
318,C02124,0
319,C01798,1
320,C01313,1
321,C01392,0
322,C00226,0
323,C00485,0
324,C01801,1
325,C00543,1
326,C00788,1
